@RELATION models/svm_male_female
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {male,female}

@DATA
0.179511,0.010255,2.916945,0.255954,0.220010,1.421020,0.013951,0.266625,-25.781871,2.548056,0.097275,0.073691,-0.617897,0.250805,0.179002,0.323594,-0.040247,0.286012,-0.106193,-0.037467,-0.042028,0.034397,0.014120,0.043545,0.016186,0.026766,0.006542,0.015790,0.008842,0.008028,0.011714,0.017711,0.016357,0.021135,0.003446,-0.000089,-0.018245,0.001447,0.000444,0.018034,0.000343,0.004000,0.024710,-0.019278,-0.030080,0.003256,0.008663,0.000421,0.021241,-0.001404,-0.006518,0.003258,-0.006589,-0.001785,0.002916,-0.000304,0.000313,-0.000047,-0.000356,-0.000011,0.000050,0.000478,0.000084,-0.000004,-0.000878,-0.000518,0.000708,-0.000087,0.097713,0.009488,0.305732,0.082038,0.050263,0.364208,0.005813,0.185771,1.897432,0.757988,1.057487,0.345600,0.394171,0.427322,0.375502,0.355542,0.387441,0.214777,0.165689,0.214280,0.247039,0.030229,0.015188,0.027028,0.017814,0.018623,0.005915,0.014031,0.022060,0.010090,0.013410,0.015231,0.021930,0.008287,0.109381,0.010308,0.343454,0.097559,0.048744,0.483392,0.008285,0.226756,2.416909,0.872243,0.883177,0.490344,0.572715,0.461535,0.495917,0.410721,0.419717,0.256034,0.226447,0.274871,0.287605,0.034353,0.019644,0.033257,0.020562,0.020056,0.008539,0.022368,0.028444,0.012831,0.015819,0.018455,0.024250,0.011252,male
0.071529,0.037433,2.959342,0.134014,0.152737,0.528082,0.013565,0.111162,-24.486513,1.864110,0.127823,-0.533394,-0.613307,0.191854,-0.226850,-0.109444,-0.165162,0.068127,-0.164782,-0.005764,-0.056092,0.014946,0.009466,0.014783,0.009251,0.018010,0.022012,0.027275,0.002405,0.015579,0.018311,0.009721,0.010124,0.019927,0.003668,0.000703,0.022579,0.002218,0.000303,-0.004599,0.000396,0.001664,0.017898,0.039965,-0.012509,0.016932,0.006084,-0.008355,0.009259,0.000659,-0.003790,-0.006462,-0.004103,-0.001973,-0.007606,-0.000032,-0.000063,-0.000069,-0.000000,0.000001,-0.000095,-0.000075,0.000003,0.000032,0.000006,-0.000034,-0.000032,-0.000016,0.068748,0.025869,0.445981,0.066970,0.030570,0.572211,0.007813,0.113253,2.046083,1.100805,1.115300,0.418949,0.580666,0.440398,0.419796,0.281938,0.320613,0.237295,0.304305,0.260512,0.226187,0.019021,0.014000,0.023782,0.011251,0.024119,0.032390,0.032126,0.004475,0.027837,0.024434,0.010643,0.017209,0.012201,0.082190,0.029409,0.557612,0.078344,0.043370,0.691726,0.010047,0.140484,1.989842,1.263380,0.982317,0.535179,0.626644,0.461551,0.472196,0.292701,0.360086,0.336002,0.285803,0.248453,0.278047,0.024688,0.017692,0.022550,0.013811,0.031815,0.035009,0.038471,0.006490,0.035744,0.035072,0.012458,0.023634,0.014801,male
0.331087,0.025610,3.104998,0.432011,0.241632,2.417732,0.008531,0.601804,-24.237202,-0.172238,-0.295818,0.113580,-0.209715,-0.347940,-0.405963,0.023557,-0.204561,-0.082989,-0.183631,-0.076649,-0.183167,0.024818,0.008739,0.006541,0.009538,0.006834,0.010430,0.009075,0.006192,0.009304,0.005388,0.007936,0.005943,0.013140,-0.005209,-0.001568,0.012251,-0.004843,0.000628,-0.018596,0.000025,-0.012518,-0.194286,0.062589,-0.015726,-0.001057,-0.017261,-0.007003,0.003531,-0.020721,0.017076,0.026798,-0.003193,-0.029605,-0.008048,0.002605,0.000098,-0.000442,0.000130,-0.000027,0.000055,0.000779,-0.000426,0.000201,0.000273,-0.000026,0.000284,0.000485,0.094953,0.020370,0.288212,0.069160,0.024979,0.272424,0.005560,0.146536,1.790995,0.988995,0.610681,0.404058,0.353719,0.346576,0.296314,0.349982,0.365289,0.280727,0.271951,0.299293,0.327835,0.038431,0.010537,0.006521,0.016531,0.008293,0.018559,0.009017,0.010249,0.010043,0.005452,0.008975,0.006773,0.010495,0.068999,0.019159,0.415943,0.059826,0.025283,0.305468,0.006850,0.135152,1.478644,0.829470,0.633032,0.396642,0.380153,0.332629,0.375597,0.327405,0.367384,0.301062,0.254799,0.301732,0.357771,0.036002,0.011649,0.007881,0.022154,0.012046,0.022844,0.012272,0.013271,0.012107,0.005103,0.009810,0.007149,0.012228,male
0.121846,0.038904,2.942086,0.210498,0.200782,1.147755,0.016494,0.185167,-25.961469,2.801924,-0.061229,0.247216,-0.524052,0.146830,-0.029371,0.058974,0.124650,0.049016,-0.028292,-0.057677,0.151241,0.014619,0.019119,0.019292,0.009479,0.034686,0.031022,0.047686,0.001159,0.009416,0.015721,0.018018,0.006993,0.024977,-0.000459,0.000606,0.000762,-0.000115,0.000236,-0.012035,0.000424,-0.001167,0.191106,0.002492,0.016976,-0.004097,-0.005154,0.002454,-0.001115,0.003259,0.001404,0.010404,0.000754,-0.008705,-0.007882,0.000312,-0.000042,-0.000412,-0.000217,-0.001654,-0.000616,-0.000384,-0.000055,-0.000117,0.000168,0.002785,-0.000097,0.000386,0.060942,0.047110,0.445314,0.044394,0.032398,0.463743,0.009816,0.111049,3.267542,0.662779,0.732714,0.439596,0.537082,0.346906,0.293816,0.262354,0.240094,0.241496,0.244859,0.240398,0.207708,0.011596,0.024380,0.022962,0.010107,0.033276,0.029326,0.031984,0.001331,0.018679,0.013412,0.023533,0.009588,0.009909,0.083780,0.049429,0.636283,0.056628,0.033976,0.610633,0.011351,0.163167,2.249563,0.833409,0.699764,0.552776,0.577354,0.345589,0.319482,0.307645,0.262888,0.247765,0.305572,0.272569,0.233132,0.015805,0.024446,0.032550,0.015096,0.041016,0.030499,0.036570,0.001720,0.022264,0.015903,0.024504,0.013478,0.014363,male
0.140058,0.031168,3.036983,0.226883,0.200707,1.240334,0.020798,0.245333,-25.308488,2.793464,-0.185775,0.291616,-0.394589,0.072870,-0.021581,0.083933,0.139505,-0.042128,0.093816,-0.085813,0.078020,0.024799,0.008903,0.023875,0.013374,0.031301,0.016459,0.040247,0.003658,0.009229,0.015865,0.026045,0.009708,0.026476,0.000794,0.000752,-0.003915,0.000066,-0.000869,0.017615,0.000448,0.001583,0.052567,-0.012452,-0.037294,0.017196,-0.007014,0.006211,0.030638,-0.010964,0.003939,-0.008767,0.002214,0.006217,0.000926,0.000075,0.000715,0.000228,0.000002,0.000047,0.000319,0.000991,0.000131,-0.000036,-0.000922,-0.002650,-0.000031,-0.000449,0.081926,0.035126,0.226864,0.074138,0.045816,0.562556,0.013150,0.178022,2.589111,0.824600,1.016047,0.490225,0.670375,0.422662,0.477902,0.341904,0.323425,0.276857,0.237782,0.211973,0.164120,0.039929,0.013102,0.028728,0.018420,0.027349,0.019411,0.042595,0.008497,0.017330,0.017534,0.037196,0.011026,0.011809,0.088641,0.035414,0.349410,0.075565,0.046504,0.596565,0.015849,0.209706,2.306985,0.861670,0.899154,0.532949,0.707357,0.386072,0.507979,0.334468,0.348691,0.265536,0.285700,0.281343,0.207354,0.047037,0.015635,0.037321,0.024581,0.032765,0.028127,0.049721,0.012773,0.023666,0.023259,0.044411,0.014900,0.013296,male
0.161278,0.022120,2.879408,0.241712,0.200943,1.433603,0.014685,0.264250,-25.927935,2.496903,-0.607311,0.043763,-0.266336,0.128487,0.025755,0.127975,-0.010074,0.012757,0.054539,-0.106625,0.091552,0.022355,0.012789,0.034592,0.018293,0.022807,0.013493,0.021654,0.006810,0.008050,0.016886,0.025287,0.009075,0.022080,-0.001003,-0.002018,-0.011710,-0.000782,-0.000097,-0.006118,0.000400,-0.002083,-0.067127,0.024340,0.020255,-0.008667,-0.022470,0.022439,-0.010597,0.004618,0.001398,-0.007801,-0.001357,0.002229,0.002744,0.000051,-0.000206,0.000099,-0.000021,-0.000013,0.000091,0.000262,-0.000093,-0.000226,0.000114,0.000039,-0.000065,0.000056,0.072763,0.026701,0.489480,0.069519,0.040071,0.494496,0.007232,0.165737,3.059116,0.880746,0.904765,0.419156,0.594973,0.316685,0.372896,0.257460,0.323639,0.183870,0.294151,0.211102,0.212661,0.026844,0.018727,0.034773,0.021352,0.020852,0.016128,0.023340,0.012919,0.012027,0.020306,0.031407,0.013623,0.011502,0.075415,0.026362,0.690320,0.074748,0.039944,0.526357,0.008772,0.191050,2.713145,0.910007,0.813737,0.501364,0.582650,0.341889,0.384643,0.304003,0.374808,0.218364,0.328690,0.240050,0.229198,0.029653,0.025098,0.037193,0.032426,0.025052,0.017834,0.031153,0.014571,0.017219,0.025293,0.030230,0.017927,0.013366,male
0.153592,0.015747,2.976836,0.233272,0.201693,1.241708,0.017995,0.245417,-27.480627,2.630160,0.002932,0.297236,-0.639951,0.212581,0.036049,0.076222,0.031717,-0.015643,-0.111807,-0.069076,0.004157,0.014536,0.014966,0.023896,0.009688,0.023928,0.014210,0.046640,0.002438,0.007482,0.026066,0.021260,0.008268,0.023455,0.001546,-0.000979,-0.016857,-0.000041,0.000972,-0.007881,0.000326,-0.001083,-0.085071,0.006317,0.024664,0.000658,0.013737,-0.020442,-0.000135,0.003474,0.001997,0.007735,-0.005572,-0.004399,-0.000353,-0.000044,0.000084,0.000610,0.000414,0.000438,-0.000857,-0.000070,-0.000011,0.000027,0.000301,0.000920,-0.000019,-0.000048,0.099596,0.023832,0.404763,0.080548,0.036928,0.456918,0.015836,0.156335,3.804691,1.048787,0.726456,0.402934,0.504434,0.374965,0.388607,0.273015,0.334218,0.271655,0.266841,0.312741,0.286001,0.014005,0.020627,0.024778,0.011407,0.024649,0.015055,0.038114,0.002518,0.009806,0.029356,0.026279,0.009778,0.009267,0.091968,0.023147,0.627286,0.077823,0.038940,0.495761,0.015960,0.172131,2.168552,1.019129,0.664257,0.378309,0.445079,0.349672,0.426070,0.300087,0.339799,0.271577,0.354018,0.346069,0.321504,0.018917,0.029030,0.033433,0.016915,0.027291,0.017132,0.044135,0.003011,0.012484,0.034552,0.038856,0.012294,0.011362,male
0.105054,0.035789,3.043824,0.196382,0.194404,0.994625,0.019418,0.150167,-27.100555,3.024516,-0.010414,0.315701,-0.575365,0.071445,-0.072569,-0.058763,0.047192,0.120344,-0.116873,0.026719,0.038484,0.022689,0.009586,0.028407,0.013635,0.038514,0.021205,0.030408,0.001233,0.012933,0.020576,0.026915,0.017324,0.028608,0.001253,0.001842,0.003018,0.001365,0.000324,0.020429,0.001238,0.000917,0.093465,-0.008682,-0.029889,-0.014291,-0.035439,0.003253,0.015051,0.000792,0.002374,-0.001970,0.001305,-0.004052,0.004976,0.000401,0.001239,-0.000150,-0.000693,-0.002448,0.000183,0.000693,0.000002,0.000043,-0.000003,0.000003,0.000106,-0.000259,0.032750,0.040614,0.202265,0.045590,0.034207,0.404278,0.014200,0.069867,3.918546,0.675969,0.649011,0.421377,0.513413,0.319141,0.276697,0.266961,0.268222,0.285355,0.269432,0.241666,0.220564,0.031086,0.014993,0.034334,0.018902,0.038596,0.023696,0.026262,0.001586,0.021727,0.021747,0.032887,0.024660,0.010462,0.037477,0.038542,0.291235,0.046395,0.037242,0.386501,0.015363,0.070170,2.427952,0.712343,0.653195,0.491286,0.563887,0.429375,0.346432,0.353176,0.288941,0.302679,0.260005,0.292376,0.300530,0.044625,0.016515,0.048121,0.024683,0.041318,0.025975,0.026531,0.001697,0.024706,0.024824,0.032540,0.027892,0.012385,male
0.069900,0.006385,3.000653,0.134198,0.158735,0.498945,0.014483,0.107924,-27.557719,2.191758,-0.084249,-0.049437,-0.151037,0.104612,-0.076714,-0.081243,-0.103774,-0.113180,-0.097313,-0.093642,-0.046929,0.019940,0.005962,0.034903,0.018029,0.022601,0.017354,0.029522,0.003959,0.009939,0.015082,0.019324,0.006618,0.025573,0.000175,0.000006,0.000488,0.000039,0.000109,-0.001608,-0.000000,-0.000293,0.000834,0.004792,-0.001257,-0.001094,0.000170,0.001021,-0.000208,0.000159,-0.000262,-0.000424,-0.000211,0.000041,0.000655,-0.000009,-0.000010,0.000020,0.000040,0.000013,-0.000004,0.000006,-0.000008,0.000031,0.000033,0.000018,-0.000001,0.000011,0.066520,0.006036,0.342154,0.063261,0.032243,0.576857,0.011046,0.117334,2.268630,0.871290,0.800307,0.495613,0.410767,0.356314,0.310775,0.285072,0.283399,0.269450,0.298025,0.295412,0.287486,0.024606,0.009107,0.036712,0.025730,0.027380,0.025842,0.030540,0.006898,0.014838,0.018665,0.022864,0.010218,0.014563,0.068678,0.006818,0.477232,0.065441,0.040181,0.634791,0.013131,0.132720,2.092649,0.915925,0.717330,0.514911,0.453568,0.376734,0.350981,0.327851,0.317015,0.296311,0.322770,0.326421,0.318990,0.030716,0.011715,0.044802,0.031086,0.033828,0.032269,0.037274,0.008831,0.018002,0.023478,0.028602,0.013207,0.015910,male
0.068625,0.019129,2.926745,0.130477,0.141748,0.579650,0.011596,0.114867,-25.912437,2.000744,0.412250,-0.178605,-0.127309,0.243312,-0.088846,0.112601,-0.075902,0.036640,-0.155780,-0.040805,-0.078155,0.021232,0.005375,0.028765,0.010259,0.016586,0.007518,0.016426,0.003627,0.006485,0.022516,0.038599,0.005587,0.021748,0.000681,0.000081,0.029471,-0.000295,-0.000407,0.007316,0.000398,0.001558,0.062845,-0.017712,-0.007064,-0.012721,-0.006944,-0.021417,-0.017154,0.001172,-0.004475,0.011534,-0.013437,-0.007419,-0.021640,0.000162,0.000637,0.001885,-0.000031,-0.000986,-0.000036,-0.000998,0.000016,0.000006,-0.000566,-0.000286,0.000117,0.000324,0.068006,0.018396,0.426190,0.062879,0.032834,0.570006,0.006609,0.112025,2.535844,0.792964,1.119540,0.620256,0.397114,0.405908,0.332957,0.275620,0.245520,0.233275,0.218538,0.211303,0.305599,0.028385,0.009375,0.043416,0.012510,0.017782,0.008760,0.019219,0.006104,0.009086,0.026373,0.040444,0.009561,0.013888,0.074506,0.020215,0.504891,0.064972,0.038640,0.663183,0.008177,0.124384,2.479224,0.826358,1.083461,0.597809,0.483139,0.472529,0.404799,0.294860,0.273577,0.305297,0.261742,0.263324,0.326423,0.033681,0.012186,0.051579,0.016793,0.021580,0.011070,0.023822,0.007619,0.011931,0.032006,0.038877,0.013831,0.014121,male
0.077511,0.031904,2.876482,0.143617,0.156557,0.599324,0.014543,0.116455,-25.854536,1.902077,0.305868,-0.182305,0.194172,0.026677,-0.136029,0.101150,-0.176958,0.006760,-0.282488,-0.040765,-0.279239,0.022538,0.005183,0.047333,0.019959,0.022071,0.006528,0.023481,0.004267,0.003619,0.012296,0.020903,0.005581,0.025977,-0.000045,0.000478,0.024961,-0.000884,-0.000445,-0.007303,0.000137,-0.001301,0.129922,0.044996,0.042083,-0.001663,-0.011990,0.003115,-0.003941,0.007082,-0.013526,-0.012373,-0.009429,-0.007719,0.004057,-0.000120,0.000251,0.001407,0.000243,0.000926,0.000025,-0.000021,-0.000191,-0.000339,-0.000112,-0.000110,-0.000197,0.000339,0.075631,0.029992,0.618199,0.061151,0.027494,0.526627,0.011158,0.108934,3.098219,0.934662,1.120317,0.467439,0.503434,0.332313,0.343985,0.211358,0.379346,0.302481,0.351066,0.294039,0.271030,0.027479,0.008937,0.051539,0.031627,0.030487,0.009490,0.035469,0.006658,0.004146,0.014963,0.026362,0.009513,0.017532,0.077505,0.031068,0.695656,0.061439,0.033887,0.592678,0.013804,0.122216,3.201695,1.137745,0.830599,0.524164,0.437216,0.318053,0.361494,0.253316,0.365695,0.333163,0.402315,0.318066,0.299170,0.037221,0.012041,0.072055,0.046539,0.036298,0.012866,0.042767,0.008649,0.005065,0.021957,0.037238,0.010940,0.021338,male
0.058076,0.025884,2.938458,0.122709,0.153351,0.397097,0.017094,0.080989,-25.285726,2.185546,0.321184,-0.092528,-0.039680,-0.015406,0.084781,0.047013,-0.112352,0.061665,-0.203071,0.024767,-0.117080,0.025235,0.006306,0.036099,0.014990,0.024689,0.012015,0.025624,0.002681,0.004364,0.012156,0.021869,0.012250,0.024501,0.000106,0.000107,0.028089,0.000403,0.000359,-0.000295,0.000309,0.000045,0.015822,0.001147,-0.002724,0.005354,-0.005769,-0.011246,-0.001993,-0.003935,0.005817,0.002699,0.003118,0.003957,-0.001091,-0.000210,0.000013,0.001817,-0.000151,0.000169,-0.000085,-0.001136,-0.000000,0.000198,-0.000287,-0.000341,0.000013,0.000385,0.061393,0.021678,0.426708,0.051534,0.032281,0.432707,0.014405,0.085620,2.369847,0.905342,1.156130,0.585536,0.527154,0.335168,0.381342,0.264992,0.280410,0.319302,0.332209,0.248687,0.380660,0.041439,0.009476,0.050735,0.024807,0.030270,0.014735,0.030354,0.004460,0.004262,0.013647,0.032129,0.022688,0.015671,0.058290,0.028561,0.547787,0.050407,0.041788,0.433562,0.016270,0.084583,2.617578,0.866811,0.980217,0.711493,0.643387,0.425271,0.353671,0.320546,0.358586,0.308951,0.348993,0.284246,0.381150,0.057131,0.011445,0.052193,0.029744,0.025989,0.019118,0.035216,0.005611,0.005628,0.019353,0.042292,0.026876,0.016486,male
0.069419,0.042221,3.011870,0.125909,0.149090,0.340586,0.015526,0.086192,-24.381869,2.224740,-0.316226,-0.419447,-0.426215,0.101085,-0.310016,-0.099809,-0.192268,0.003509,-0.015993,0.069723,0.034672,0.008610,0.004019,0.013661,0.016948,0.025681,0.026719,0.015418,0.003995,0.018566,0.015696,0.011278,0.008670,0.021797,-0.001399,0.000918,0.029511,-0.004035,-0.000261,-0.014345,0.000142,-0.004809,0.155660,0.007560,0.001285,-0.020319,0.010794,0.003648,-0.015298,-0.009045,-0.024021,0.010696,-0.003114,0.000551,0.004267,0.000015,-0.000029,0.000049,0.000052,0.000029,0.000000,0.000070,0.000134,0.000660,0.000111,0.000046,0.000034,0.000164,0.077376,0.025091,0.333655,0.071604,0.040326,0.497209,0.007984,0.112361,1.902719,0.967590,1.285424,0.435768,0.684709,0.356979,0.394666,0.225365,0.358803,0.274066,0.246798,0.194662,0.158235,0.013924,0.005135,0.017602,0.024085,0.039731,0.040068,0.020281,0.009793,0.028985,0.018506,0.016235,0.017104,0.015844,0.073460,0.027180,0.448003,0.073193,0.047889,0.497580,0.010219,0.113330,2.108771,0.944754,0.803306,0.476088,0.662161,0.424681,0.361402,0.277346,0.359450,0.327017,0.294786,0.255603,0.202389,0.016470,0.006447,0.022529,0.031247,0.046707,0.042220,0.026944,0.012675,0.032960,0.023226,0.020411,0.022874,0.017541,male
0.092113,0.018980,2.930718,0.151692,0.151468,0.655615,0.013091,0.128842,-26.815924,1.781642,0.522437,-0.012756,-0.046416,0.104848,-0.032195,0.114400,0.018566,-0.016575,-0.134176,-0.006745,-0.101694,0.018005,0.006222,0.027529,0.013218,0.017049,0.004727,0.026376,0.002509,0.008561,0.020274,0.019140,0.006068,0.019269,0.000053,-0.000020,0.031395,-0.002549,0.000547,-0.000107,0.000178,-0.002541,0.055517,0.008049,-0.000379,-0.003792,-0.008444,-0.008557,-0.003899,0.008321,-0.002423,-0.004683,-0.012381,0.002070,-0.006118,0.000113,0.000054,0.000264,0.000297,0.000091,0.000055,0.000233,0.000068,0.000035,0.000028,0.000351,0.000010,0.000101,0.086897,0.020654,0.503756,0.076917,0.030807,0.628966,0.009399,0.125754,3.168925,1.257231,1.083137,0.546378,0.527161,0.399940,0.374405,0.275222,0.325756,0.272945,0.292738,0.258564,0.220290,0.026338,0.013030,0.032451,0.018801,0.022855,0.005903,0.035539,0.004081,0.012452,0.024495,0.022095,0.009605,0.014445,0.087978,0.024147,0.632370,0.072916,0.037137,0.685936,0.011289,0.131757,3.152528,1.296889,0.916582,0.603913,0.530017,0.421044,0.403935,0.342080,0.402723,0.327790,0.370261,0.304493,0.270472,0.027445,0.017025,0.040482,0.024896,0.033877,0.009037,0.042785,0.005984,0.013078,0.032195,0.030379,0.011187,0.016179,male
0.072564,0.020444,2.896461,0.126925,0.148664,0.489734,0.014738,0.108769,-25.906830,2.065284,0.036372,-0.275634,-0.311987,0.128942,-0.160971,-0.044615,-0.178086,0.057946,-0.092720,0.055269,-0.045785,0.011501,0.004634,0.027980,0.021766,0.024459,0.007009,0.012354,0.006500,0.013771,0.016958,0.016224,0.006013,0.018333,-0.000494,-0.000010,-0.018562,-0.001357,0.000205,-0.021078,0.000168,-0.004037,0.027452,0.040755,-0.019460,-0.033694,-0.013837,-0.025359,0.002382,0.006245,-0.008323,0.013032,-0.003831,0.008303,-0.001736,0.000403,0.000289,-0.000044,0.000149,-0.000072,0.000085,-0.000165,0.000016,0.000181,0.000255,0.000213,0.000489,0.000033,0.081734,0.017416,0.423008,0.071445,0.035726,0.603572,0.008413,0.127060,2.922260,1.194043,1.145781,0.574569,0.552517,0.340023,0.340256,0.283497,0.296249,0.250452,0.197516,0.202980,0.249559,0.017756,0.006410,0.032799,0.023907,0.032024,0.006867,0.010629,0.015060,0.021608,0.020952,0.020957,0.008232,0.012622,0.086938,0.019352,0.529208,0.081082,0.048861,0.654673,0.010208,0.140111,2.848015,1.222323,1.015422,0.645332,0.573241,0.381492,0.379022,0.338886,0.366321,0.300905,0.258451,0.278260,0.295550,0.024844,0.009324,0.045666,0.034151,0.039768,0.010136,0.013985,0.022045,0.027044,0.029904,0.024596,0.011098,0.015345,male
