@RELATION models/svm_male_female
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {male,female}

@DATA
0.070735,0.029137,2.858211,0.134442,0.168118,0.427522,0.013748,0.093497,-25.220903,2.240446,0.038105,-0.354355,-0.182214,0.002705,-0.219591,-0.051318,-0.276761,0.072491,-0.117798,0.105932,-0.059906,0.014691,0.004429,0.021045,0.022716,0.027992,0.018673,0.024381,0.004589,0.014148,0.015475,0.015979,0.005887,0.021796,0.000287,0.000687,0.024356,-0.000261,-0.000381,-0.000511,0.000100,0.000045,0.034433,-0.011107,0.005567,0.010866,0.000279,0.010357,-0.002500,-0.008284,-0.004922,-0.003810,0.003224,-0.007743,0.004504,-0.000023,0.000010,-0.000072,-0.000016,0.000285,0.001847,0.001135,-0.000008,-0.000716,-0.000726,-0.000250,-0.000009,0.000375,0.075521,0.024420,0.500999,0.064906,0.040401,0.513510,0.009800,0.107603,2.709046,1.143059,1.024360,0.482875,0.413069,0.388860,0.324762,0.265216,0.274413,0.250331,0.230413,0.203148,0.230136,0.026575,0.005654,0.026328,0.030237,0.033117,0.027332,0.031834,0.006443,0.021886,0.021352,0.018974,0.007606,0.014823,0.079065,0.027978,0.727795,0.075581,0.057100,0.574021,0.012396,0.138458,2.601461,1.267420,0.848582,0.529648,0.451740,0.388187,0.349769,0.263504,0.317790,0.301442,0.278042,0.251867,0.273448,0.036041,0.007018,0.033567,0.040310,0.040708,0.030767,0.038635,0.007224,0.024572,0.023651,0.024001,0.009587,0.016729,male
0.072839,0.024004,2.915154,0.124562,0.142790,0.423786,0.017583,0.106114,-25.291927,2.295922,-0.434670,-0.160246,-0.336993,0.043574,-0.071354,-0.107807,-0.186630,0.017554,-0.102204,0.099427,-0.037832,0.017348,0.006563,0.020951,0.024930,0.016470,0.011479,0.014464,0.005183,0.020959,0.011678,0.009920,0.006890,0.019744,-0.000011,0.000069,0.025012,-0.001087,-0.000928,-0.001799,0.000786,-0.000567,-0.046337,0.028644,0.015472,-0.001858,0.007987,0.003806,-0.000195,-0.001983,-0.003148,-0.004648,0.001493,0.003355,0.001174,0.002357,-0.000333,-0.000086,-0.000162,-0.000138,-0.000085,0.000516,-0.000080,-0.000001,-0.000228,-0.000146,-0.000195,0.000635,0.095834,0.017199,0.417976,0.089823,0.039851,0.622828,0.014638,0.144208,2.397929,1.125456,1.106953,0.555105,0.565286,0.405246,0.301318,0.320791,0.328936,0.260015,0.219515,0.242881,0.248551,0.035150,0.010020,0.025828,0.040442,0.016904,0.016075,0.017418,0.011894,0.033603,0.014745,0.011851,0.011871,0.014708,0.088484,0.019103,0.559960,0.086662,0.050112,0.662228,0.017211,0.154455,2.682684,1.237654,0.885110,0.656750,0.596135,0.427347,0.362034,0.364346,0.340800,0.309505,0.256905,0.297569,0.287450,0.042745,0.013806,0.031235,0.043095,0.023582,0.021968,0.022457,0.015648,0.040292,0.017733,0.017103,0.015928,0.017813,male
0.051414,0.023990,2.839933,0.121682,0.157677,0.386793,0.014183,0.084800,-25.040224,2.285722,-0.211254,-0.265117,-0.237513,-0.064075,-0.141162,0.019650,-0.209120,0.003578,-0.117254,0.068035,-0.061330,0.016515,0.007831,0.028162,0.021008,0.033121,0.020881,0.013659,0.002941,0.012353,0.014948,0.011004,0.006924,0.023764,0.000212,0.000490,0.034774,-0.000287,-0.001437,0.003024,0.000042,-0.000212,0.033823,-0.025586,0.015608,-0.008372,-0.019262,0.014498,0.011864,0.004021,-0.007174,-0.003646,-0.002257,0.001888,-0.007367,-0.000330,0.000674,0.000310,-0.000135,0.000236,0.000019,-0.000069,-0.000022,-0.000080,-0.000539,-0.000594,-0.000381,0.000055,0.051929,0.018150,0.507844,0.058220,0.039672,0.534877,0.010958,0.098425,2.293247,0.889026,0.966637,0.556019,0.585204,0.316901,0.284029,0.273497,0.352879,0.225677,0.205308,0.205038,0.266925,0.034114,0.012298,0.027301,0.025063,0.046794,0.033430,0.015818,0.004373,0.018941,0.021067,0.012232,0.011560,0.015769,0.055973,0.020649,0.637621,0.066818,0.049773,0.622831,0.012348,0.115765,2.344978,0.900915,0.789159,0.603295,0.535881,0.372915,0.299953,0.301271,0.401504,0.261899,0.247078,0.255119,0.276130,0.046415,0.014350,0.027386,0.030656,0.059973,0.032316,0.020639,0.006056,0.025365,0.028219,0.016309,0.015101,0.017983,male
0.060746,0.035647,2.792200,0.132622,0.163966,0.447893,0.014236,0.095493,-25.183791,2.591222,0.220109,-0.299664,-0.323282,0.018748,-0.198018,-0.058388,-0.159641,0.035410,-0.140690,0.129140,0.007697,0.019525,0.004895,0.036248,0.020474,0.030665,0.016428,0.016905,0.003179,0.012221,0.015405,0.018069,0.006027,0.022048,0.001444,-0.000170,0.029088,0.001664,0.001073,0.011611,0.000074,0.001618,-0.032678,-0.087968,-0.007752,0.008179,-0.015616,0.014885,-0.001796,-0.000515,0.004472,-0.000788,-0.004716,0.006842,-0.005168,-0.000471,0.000016,-0.001169,-0.000486,-0.000302,-0.000097,-0.000168,0.000012,-0.000035,-0.000350,-0.000559,0.000019,-0.000270,0.080868,0.028876,0.528933,0.081290,0.034539,0.670071,0.008169,0.144161,2.834997,1.115047,1.127754,0.496789,0.566431,0.262769,0.309213,0.226140,0.277478,0.225054,0.223142,0.207573,0.230326,0.026462,0.006671,0.035582,0.021375,0.039963,0.027947,0.017727,0.005416,0.016313,0.020272,0.017359,0.008414,0.014303,0.084582,0.033112,0.686212,0.077796,0.041887,0.617429,0.010482,0.145538,2.627054,1.127526,1.075772,0.569476,0.673573,0.327132,0.325162,0.284140,0.319610,0.279070,0.294997,0.269746,0.250758,0.037640,0.007398,0.045769,0.025298,0.051392,0.037872,0.021285,0.007275,0.021393,0.025620,0.021006,0.012528,0.017395,male
0.066319,0.039454,2.960808,0.124262,0.148384,0.469173,0.013396,0.104341,-24.118124,1.695943,-0.106571,-0.405064,-0.517340,0.329573,-0.365150,-0.122758,-0.207435,0.080924,-0.217675,-0.020173,-0.122940,0.013974,0.005337,0.019047,0.012343,0.013026,0.014925,0.017376,0.005592,0.022881,0.021197,0.017395,0.004668,0.021303,0.000091,0.001107,0.028846,0.000188,0.001028,0.000048,0.000574,-0.000696,0.036740,0.004215,0.039051,-0.029432,0.001121,0.002519,-0.025560,0.005883,0.007245,-0.006482,-0.001552,0.013215,0.012254,-0.000641,-0.000200,-0.000327,-0.000065,-0.000055,-0.000125,-0.000327,-0.000170,-0.000066,0.001992,0.000757,-0.000108,0.000528,0.066180,0.023214,0.479201,0.061579,0.038857,0.542186,0.008147,0.094416,1.693898,1.260319,1.125922,0.624137,0.448899,0.426505,0.486345,0.353248,0.345994,0.260734,0.283353,0.294507,0.278726,0.017592,0.007997,0.028405,0.019384,0.018875,0.023368,0.026653,0.010187,0.027572,0.026534,0.023565,0.006472,0.013075,0.063345,0.030098,0.661069,0.060349,0.048769,0.496851,0.009097,0.083438,1.952542,1.144653,0.901509,0.553267,0.544497,0.414762,0.445843,0.382870,0.320210,0.315963,0.319431,0.284512,0.320151,0.019796,0.011204,0.032474,0.024669,0.021861,0.031303,0.035562,0.010344,0.026909,0.031309,0.030006,0.009291,0.012729,male
0.073625,0.043817,2.997156,0.143735,0.162791,0.412567,0.017549,0.106706,-24.119009,1.920155,-0.669879,-0.537670,-0.091461,0.284713,-0.159922,-0.273374,-0.268549,-0.179981,-0.382558,-0.464111,-0.430414,0.026583,0.015884,0.047525,0.021714,0.010010,0.007602,0.009799,0.010671,0.016074,0.004295,0.005408,0.005762,0.025307,0.011166,0.000026,0.021384,0.011366,0.001154,0.071274,0.000905,0.017940,-0.098012,0.137123,0.083646,-0.027991,-0.020036,-0.009119,-0.002545,-0.003536,-0.013459,0.012083,0.002972,-0.029244,0.006158,0.000207,-0.000303,-0.002718,-0.000441,-0.000136,-0.000239,0.000003,-0.000047,-0.000007,-0.000133,-0.000950,-0.000047,-0.000711,0.104047,0.023915,0.380824,0.097489,0.033308,0.559674,0.015241,0.152635,1.522669,0.951688,0.901623,0.670248,0.317470,0.304933,0.310798,0.305012,0.240495,0.277037,0.304517,0.322700,0.320065,0.046919,0.020419,0.046176,0.035013,0.018277,0.013146,0.012643,0.016915,0.024904,0.004223,0.007066,0.006982,0.016580,0.102141,0.030286,0.493541,0.095786,0.040899,0.591231,0.019651,0.167621,1.894268,1.136938,0.758295,0.690959,0.407738,0.370995,0.370824,0.338375,0.294669,0.354174,0.358065,0.331137,0.350693,0.065636,0.026023,0.053637,0.035233,0.019777,0.017559,0.015734,0.022140,0.033392,0.005554,0.011019,0.008664,0.019914,female
0.103630,0.023553,2.831663,0.163000,0.161934,0.712720,0.017077,0.155384,-25.676527,1.725555,-0.151836,-0.479183,-0.052337,0.415104,-0.221220,-0.236090,-0.235026,-0.147402,-0.118663,-0.153825,-0.309338,0.048036,0.004499,0.019987,0.009124,0.007330,0.010232,0.017320,0.011160,0.005689,0.007896,0.016584,0.010667,0.020514,0.006821,0.000237,0.023854,0.005725,0.000791,0.038246,0.000032,0.009740,0.003086,-0.072373,-0.013782,0.008619,-0.007513,-0.001940,-0.004651,0.008166,0.003327,-0.003317,0.004781,0.003708,0.011491,-0.001382,-0.000018,-0.001116,-0.000568,-0.000125,-0.000057,-0.000279,-0.000168,-0.000000,-0.000144,-0.000592,-0.000103,-0.000419,0.094064,0.021614,0.470713,0.090268,0.032634,0.691441,0.020094,0.151718,2.253019,1.218741,0.768121,0.604561,0.528520,0.399065,0.280915,0.304631,0.238023,0.238685,0.232672,0.227323,0.313205,0.063271,0.007690,0.021116,0.014095,0.010679,0.015382,0.021234,0.021569,0.007480,0.010690,0.021180,0.015379,0.017317,0.079336,0.025386,0.636800,0.085006,0.040872,0.773317,0.021898,0.176713,2.343582,1.231980,0.650323,0.611603,0.509745,0.444202,0.295427,0.425407,0.288272,0.297880,0.252892,0.326241,0.420404,0.084195,0.009256,0.025400,0.019932,0.015987,0.020698,0.027870,0.030360,0.010314,0.016041,0.030517,0.016828,0.019710,female
0.067299,0.015400,2.924470,0.128940,0.159858,0.419987,0.013853,0.100526,-26.385673,1.996858,-0.442028,-0.463296,-0.087774,0.243478,-0.220929,-0.216950,-0.163955,-0.184579,-0.096803,-0.138133,-0.227820,0.026228,0.005073,0.020862,0.011681,0.014994,0.016563,0.016556,0.007809,0.008713,0.017224,0.023844,0.009132,0.020447,-0.000044,-0.000000,0.001927,0.000659,0.001148,0.000297,0.000046,-0.000059,-0.008408,0.005139,0.006663,-0.001253,-0.002668,0.004102,0.010581,0.010094,0.007034,0.003513,0.003655,0.007508,0.000785,0.000568,-0.000023,0.000104,-0.000572,-0.000487,0.000456,-0.000236,-0.000033,-0.000196,-0.000297,0.000244,-0.000010,-0.000031,0.068389,0.012111,0.435292,0.068506,0.040102,0.495892,0.008736,0.117641,1.899823,0.991670,0.760874,0.569742,0.371233,0.369120,0.305357,0.306311,0.247440,0.229639,0.241013,0.253325,0.278142,0.028714,0.006530,0.023637,0.015712,0.018359,0.021293,0.018583,0.013954,0.010862,0.021907,0.024413,0.014386,0.011670,0.075426,0.015732,0.608596,0.079259,0.050893,0.597457,0.011360,0.148633,2.221438,1.096911,0.736107,0.576638,0.433392,0.417231,0.361763,0.344836,0.289315,0.280552,0.282749,0.295317,0.323328,0.035598,0.008391,0.028614,0.019286,0.024772,0.026887,0.023497,0.017412,0.014438,0.027955,0.031773,0.018954,0.014542,female
0.076240,0.031773,2.951935,0.121210,0.137195,0.461430,0.030632,0.106745,-28.954758,1.684073,-0.304106,-0.230939,-0.087263,0.119231,-0.212811,-0.198314,-0.087421,-0.231827,-0.234807,-0.181620,-0.071022,0.029107,0.005862,0.031301,0.020450,0.027806,0.009750,0.011208,0.002637,0.005197,0.011947,0.026361,0.005958,0.025129,0.000794,0.000535,-0.003170,0.001385,0.001723,0.002810,0.000423,0.000544,1.258254,0.025388,0.000761,-0.017016,-0.009985,0.010949,0.000358,0.002347,0.000005,-0.007180,0.003775,0.001273,0.008251,0.000051,0.000006,0.000040,0.000222,-0.000930,0.000033,0.000025,0.000009,0.000028,0.000582,0.000303,0.000007,-0.000262,0.084353,0.038594,0.414413,0.077216,0.044087,0.562848,0.078529,0.127496,10.460281,1.027345,0.651011,0.703216,0.363219,0.379285,0.310839,0.387484,0.268760,0.353021,0.280964,0.340890,0.371384,0.038790,0.008511,0.037293,0.027297,0.034121,0.011528,0.014854,0.005059,0.008482,0.016268,0.044366,0.008132,0.014889,0.076328,0.043675,0.643725,0.072953,0.054091,0.629415,0.112616,0.135727,6.713701,1.169110,0.592198,0.639661,0.411696,0.425537,0.330114,0.364583,0.307998,0.369795,0.324229,0.306348,0.409681,0.043009,0.010889,0.048069,0.030531,0.037717,0.015182,0.020712,0.006696,0.010019,0.022079,0.053912,0.011279,0.019357,female
0.067839,0.029627,2.931727,0.116849,0.142798,0.342581,0.012475,0.088218,-24.986710,1.902331,-0.534493,-0.287964,-0.091061,0.239660,-0.056452,-0.119065,0.005258,-0.132991,-0.139550,-0.011580,-0.260759,0.033480,0.004479,0.019031,0.013751,0.009257,0.012069,0.015145,0.009942,0.005652,0.019450,0.034415,0.013814,0.023397,0.000030,0.000336,0.008563,-0.000183,0.000193,-0.005355,0.000312,-0.000136,0.012672,0.014108,-0.013693,0.001760,-0.011961,-0.008431,0.007422,-0.017003,0.008045,-0.006882,0.002585,0.001580,-0.006436,-0.000032,-0.000055,0.000439,0.000170,-0.000047,-0.000028,-0.000054,0.000039,0.000084,-0.000019,-0.000126,0.000029,0.000090,0.063958,0.036396,0.463461,0.054585,0.039435,0.364936,0.007407,0.080284,2.353348,0.957611,0.781213,0.447913,0.539843,0.344409,0.367122,0.364640,0.265469,0.357326,0.275995,0.291065,0.297595,0.050955,0.007347,0.021368,0.021569,0.011305,0.017252,0.022454,0.021303,0.007599,0.024882,0.037577,0.019630,0.012655,0.055632,0.040183,0.665166,0.054168,0.049586,0.372962,0.009262,0.079414,2.667960,0.989816,0.782801,0.449434,0.533627,0.406199,0.354299,0.448457,0.309980,0.389423,0.351001,0.335536,0.292987,0.052676,0.010031,0.025161,0.019308,0.014689,0.022738,0.029370,0.022304,0.009359,0.032973,0.040778,0.022115,0.013321,female
0.084498,0.017961,2.945148,0.135094,0.153679,0.639233,0.014372,0.129220,-26.953540,1.766047,-0.315072,-0.409505,0.071361,0.048951,-0.127886,-0.118941,0.075710,-0.195030,-0.247825,-0.207871,-0.074100,0.011984,0.018409,0.037980,0.014779,0.011500,0.010755,0.031332,0.004911,0.004961,0.016162,0.010868,0.005492,0.022989,-0.001739,0.000009,0.007372,-0.002141,0.000630,-0.033106,0.000148,-0.006715,0.072140,-0.001424,-0.010798,0.013066,0.006177,0.007653,-0.004988,-0.001382,0.012452,0.000873,0.002790,0.000512,-0.010584,0.000141,0.000078,0.000062,-0.000046,0.000011,0.000025,0.000302,-0.000054,0.000026,0.001208,0.000638,0.000072,0.000240,0.078287,0.023984,0.469611,0.065954,0.033008,0.686312,0.012059,0.135382,2.513634,1.220905,0.707496,0.573189,0.411888,0.359123,0.326787,0.331286,0.306945,0.274376,0.274352,0.314218,0.319327,0.015243,0.029977,0.042008,0.023134,0.014884,0.021432,0.039800,0.012430,0.005481,0.024799,0.011426,0.008271,0.014949,0.079457,0.027042,0.674455,0.070770,0.046665,0.652570,0.014546,0.131205,2.358447,1.328276,0.633078,0.610324,0.449435,0.402990,0.395194,0.364660,0.267234,0.269489,0.326975,0.340849,0.281920,0.021813,0.021841,0.047840,0.031637,0.019274,0.027805,0.044564,0.017191,0.007140,0.027415,0.015915,0.012117,0.017529,female
0.076694,0.017681,2.868707,0.131927,0.156707,0.564894,0.012087,0.121068,-26.357252,1.808870,-0.466238,-0.068996,0.090998,0.071241,-0.089730,-0.093370,0.102733,-0.147837,-0.076519,-0.053740,-0.127095,0.017206,0.005246,0.029408,0.012571,0.013166,0.007345,0.015851,0.002160,0.007119,0.025851,0.035702,0.004763,0.021249,0.000121,0.000286,0.048357,-0.001082,-0.000311,-0.015670,0.000228,-0.002314,0.101053,0.044590,-0.010188,-0.008745,0.008270,0.005928,-0.008461,-0.001871,0.000384,0.002202,-0.000267,-0.002688,-0.002611,0.000601,-0.000014,-0.000096,-0.000025,-0.000049,-0.000055,0.000132,0.000145,-0.000013,0.000156,0.000563,0.000475,0.000188,0.073472,0.025479,0.501732,0.060348,0.035860,0.619174,0.009174,0.123609,2.595135,1.160922,0.954414,0.490384,0.447102,0.323388,0.289587,0.306530,0.267796,0.200353,0.217654,0.274799,0.211571,0.019304,0.006280,0.048926,0.019378,0.015909,0.009908,0.020951,0.002559,0.010529,0.031117,0.037366,0.005761,0.015731,0.086581,0.023932,0.636597,0.067131,0.044532,0.754868,0.012579,0.155152,2.362988,1.287789,0.790405,0.520160,0.466704,0.388326,0.332008,0.351230,0.268666,0.236585,0.275571,0.233197,0.270101,0.027184,0.006879,0.058919,0.026336,0.022107,0.011709,0.022790,0.003132,0.012864,0.036534,0.043126,0.007218,0.018613,female
0.064111,0.018846,2.850258,0.117218,0.147933,0.479603,0.015332,0.097414,-26.385256,1.750948,-0.429165,-0.205485,-0.117247,0.197849,-0.170909,-0.169821,-0.052255,-0.258376,-0.159534,-0.017749,0.035506,0.010206,0.006546,0.027736,0.026292,0.025862,0.013782,0.031602,0.005137,0.008004,0.017553,0.012729,0.007315,0.022673,-0.001891,0.000100,0.015128,-0.001997,0.000529,-0.033730,0.000762,-0.006307,0.016936,0.059888,0.011508,0.005438,-0.004787,-0.004854,0.003576,-0.005106,-0.008661,-0.008923,-0.002648,-0.006213,-0.004170,-0.000040,-0.000062,-0.000002,0.000042,-0.000077,-0.000007,-0.000125,-0.000044,-0.000044,0.003468,-0.000062,-0.000152,0.000907,0.060677,0.023333,0.469224,0.055096,0.035717,0.581699,0.010628,0.106625,2.538491,1.057294,0.652078,0.539260,0.422421,0.314653,0.283115,0.345588,0.335506,0.275552,0.283472,0.342795,0.274053,0.013983,0.010669,0.029192,0.032967,0.032538,0.019285,0.047032,0.008963,0.010176,0.026242,0.013569,0.011558,0.015119,0.054205,0.026701,0.623354,0.052264,0.049800,0.524848,0.009549,0.094315,2.664156,1.164735,0.748220,0.602291,0.463507,0.351461,0.292764,0.359841,0.320169,0.286806,0.362263,0.374599,0.319720,0.018659,0.015492,0.039500,0.044224,0.045745,0.025497,0.067046,0.012318,0.013412,0.026518,0.020814,0.014952,0.019863,female
0.062092,0.022070,2.930099,0.112549,0.147857,0.372059,0.014317,0.079688,-25.985159,2.219321,-0.240763,-0.321277,0.046301,0.099734,-0.142695,-0.043633,0.024911,-0.159342,-0.189054,-0.136002,-0.073747,0.022133,0.010120,0.037991,0.018670,0.015887,0.006913,0.024133,0.002781,0.008707,0.018060,0.021398,0.006931,0.022794,0.000401,0.001241,0.030120,-0.000405,-0.000946,0.000503,0.000193,0.000454,0.164692,-0.005525,-0.036891,-0.014753,0.008494,-0.019328,0.005738,-0.009359,-0.015178,-0.012868,0.010285,0.003712,-0.001792,-0.000047,-0.000062,-0.001376,0.000090,-0.001026,0.000026,-0.000815,0.000014,0.001252,-0.000106,-0.000463,-0.000015,-0.000136,0.065083,0.027556,0.473940,0.056197,0.035963,0.465974,0.010300,0.088234,2.494076,1.140966,0.807243,0.582316,0.412385,0.381731,0.383734,0.329839,0.278777,0.304990,0.265398,0.329195,0.265990,0.025315,0.012968,0.042186,0.025038,0.017721,0.008116,0.025246,0.004171,0.013584,0.018123,0.028040,0.013326,0.011054,0.057093,0.026277,0.635712,0.055470,0.044010,0.479560,0.013314,0.087493,2.385825,1.323395,0.674011,0.615673,0.451823,0.424029,0.413033,0.393975,0.320923,0.389673,0.290213,0.345214,0.262269,0.028638,0.013339,0.050625,0.028984,0.025211,0.010496,0.028291,0.005349,0.018099,0.020973,0.038152,0.017816,0.012797,female
0.065086,0.021274,2.932864,0.117442,0.146683,0.445433,0.014185,0.098336,-25.801385,2.166326,-0.470513,-0.325707,0.106457,0.157749,-0.147710,-0.217574,-0.026208,-0.124512,-0.105403,-0.113690,-0.182929,0.020549,0.007860,0.025642,0.013399,0.015450,0.009929,0.020912,0.009947,0.007812,0.018327,0.031828,0.010067,0.021795,0.001558,-0.000045,0.019367,0.000374,-0.000102,0.001722,0.000241,-0.000529,-0.024112,0.022994,0.024666,-0.003843,-0.019854,0.002197,-0.015231,0.008045,0.010684,-0.014832,-0.013182,0.003023,-0.006080,0.000788,0.000113,0.000106,0.000179,0.000225,-0.000204,-0.001113,-0.000836,-0.000179,0.000259,0.001339,0.000098,0.000056,0.073446,0.022532,0.500376,0.062507,0.038632,0.546584,0.009231,0.109843,2.419409,1.255444,0.826827,0.537351,0.397615,0.361002,0.294749,0.315481,0.288255,0.302948,0.260067,0.311490,0.294522,0.023087,0.011769,0.033304,0.019983,0.017240,0.010943,0.023566,0.020953,0.010780,0.019659,0.035611,0.015701,0.012251,0.075740,0.020734,0.642505,0.066169,0.047843,0.604622,0.011451,0.134112,2.144349,1.290696,0.760254,0.493405,0.447681,0.395481,0.313148,0.325478,0.276678,0.336147,0.283263,0.290043,0.320691,0.033546,0.013755,0.039916,0.024772,0.023235,0.013852,0.032226,0.024250,0.011994,0.026649,0.040967,0.018132,0.014070,female
